,timestamp,hashtags,tweets,replies,retweets,likes,username,location,friends,followers,verified,all_hashtags,all_hashtags_seg,tweets_prep,tweets_clean,label
1165,2020-09-29 18:37:07,war,#PresidentialDebate2020 #TrumpBidenDebate #idiocracy or #war,,,,LFejry,"Paris, France",17,2,0,PresidentialDebate2020 TrumpBidenDebate idiocracy war,presidential debate 2020trumpbidendebateidio cracy war,   or ,   or ,USA
1167,2020-09-29 18:23:05,war,"#war
#Armenia #Turkey 
#StopAliyev 
#StopErdoghan 
#StopAzerbaijaniAggression 
#ArtsakhStrong",,1.0,,mkhity20,Armenia,9,1,0,war Armenia Turkey StopAliyev StopErdoghan StopAzerbaijaniAggression ArtsakhStrong,war armenia turkey stop aliyev stop er dog hans top azerbaijani aggression artsakh strong,     ,     ,Azerbaijan_Armenia
1171,2020-09-29 17:55:37,war,"В Нагорном Карабахе силы ПВО непризнанной республики сбили огромный беспилотник. Аппарат советский: СССР в 1970-е — 80-е годы был одним из лидеров по производству БПЛА, только Ту-143 было выпущено около 950 штук.
#Armenia #Azerbaijan #War",,,,ConflictZones,Switzerland,77,143,0,Armenia Azerbaijan War,armenia azerbaijan war,"В Нагорном Карабахе силы ПВО непризнанной республики сбили огромный беспилотник. Аппарат советский: СССР в -е — -е годы был одним из лидеров по производству БПЛА, только Ту- было выпущено около  штук.  ",В Нагорном Карабахе силы ПВО непризнанной республики сбили огромный беспилотник Аппарат советский СССР в е — е годы был одним из лидеров по производству БПЛА только Ту было выпущено около  штук  ,Azerbaijan_Armenia
1176,2020-09-29 17:03:01,war,"Erdogan is a busy man:
- Figthing in #Syria for years ; extending border into Syria
- Has shot down Russian fighter jets in the past
- Constant provokations on the #Greek border
- Now helping in the #war against #Armenia 

Time for #NATO to call back their mad dog?

#Turkey",3.0,1.0,12.0,Lars9596,Planet Earth (mainly) #Neuland,47.2K,43.7K,0,Syria Greek war Armenia NATO Turkey,syria greek war armenia nato turkey,Erdogan is a busy man:- Figthing in  for years ; extending border into Syria- Has shot down Russian fighter jets in the past- Constant provokations on the  border- Now helping in the  against  Time for  to call back their mad dog?,Erdogan is a busy man Figthing in  for years  extending border into Syria Has shot down Russian fighter jets in the past Constant provokations on the  border Now helping in the  against  Time for  to call back their mad dog,Azerbaijan_Armenia
1178,2020-09-29 16:55:31,war,Serbiya muzdlularından biri Azərbaycana təcavüzdə erməni qoşunlarına kömək etmək üçün Dağlıq Qarabağdakı hava limanına endi!! #Armenia #Azerbejdżan  #NagornoKarabagh  #War #Serbia #Notorious #Comandante,,1.0,9.0,dakikurcina26cm,,131,410,0,Armenia Azerbejdżan NagornoKarabagh War Serbia Notorious Comandante,armenia a zerbe jd an nagorno karabagh war serbia notorious comandante,Serbiya muzdlularından biri Azərbaycana təcavüzdə erməni qoşunlarına kömək etmək üçün Dağlıq Qarabağdakı hava limanına endi!!         ,Serbiya muzdlularından biri Azərbaycana təcavüzdə erməni qoşunlarına kömək etmək üçün Dağlıq Qarabağdakı hava limanına endi         ,Azerbaijan_Armenia
1179,2020-09-29 16:45:32,war,#ArtsakhStrong #StopAzerbaijaniAggression #StopAzerbaijan #ՀԱՂԹԵԼՈՒԵՆՔ  #Armenia #Arménie #AzerbaijanTerrorist #TurkeyTerrorist #Terrorism #Karabakh #StandWithArmenia #StandWithArtsakh #StopAliyev #StopErdogan #EU #War #Politics,,,,ujeghKhayukhi,"Valenton, France",666,334,0,ArtsakhStrong StopAzerbaijaniAggression StopAzerbaijan ՀԱՂԹԵԼՈՒԵՆՔ Armenia Arménie AzerbaijanTerrorist TurkeyTerrorist Terrorism Karabakh StandWithArmenia StandWithArtsakh StopAliyev StopErdogan EU War Politics,artsakh strong stop azerbaijani aggression stop azerbaijan armenia arm nie azerbaijan terrorist turkey terrorist terrorism karabakh stand with armenia stand with artsakh stop aliyev stop erdogan eu war politics,                 ,                 ,Azerbaijan_Armenia
1181,2020-09-29 16:32:36,war,"Why are #Armenia and #Azerbaijan participating in the #war?!!
 It would be recommended that the possibility of conversation between these countries be available in order to prevent further bloodshed.

 #Armenia #Azerbaijan #Peace",,,,RGolrokhi,"Duisburg, Germany",211,210,0,Armenia Azerbaijan war Armenia Azerbaijan Peace,armenia azerbaijan war armenia azerbaijan peace,Why are  and  participating in the ?!! It would be recommended that the possibility of conversation between these countries be available in order to prevent further bloodshed.   ,Why are  and  participating in the  It would be recommended that the possibility of conversation between these countries be available in order to prevent further bloodshed   ,Azerbaijan_Armenia
1183,2020-09-29 16:28:29,war,If you want to read about why a new #war is starting in the caucasus by #Turkey,,,,raffiniziblian,"Yerevan, Armenia","1,031","2,613",0,war Turkey,war turkey,If you want to read about why a new  is starting in the caucasus by ,If you want to read about why a new  is starting in the caucasus by ,Turkey
1184,2020-09-29 16:28:15,war,"#Azerbaijan is using its civil population and settlements as a human shield for its missile systems to fire at #Artsakh/ #Karabakh.  And then they'll complain that #Armenia is targeting peaceful civilians. This is an outright #war #Crime. 
Ruben Zakharyan",,,1.0,GeworgyanMariam,,382,133,0,Azerbaijan Artsakh Karabakh Armenia war Crime,azerbaijan artsakh karabakh armenia war crime, is using its civil population and settlements as a human shield for its missile systems to fire at / .  And then they'll complain that  is targeting peaceful civilians. This is an outright  . Ruben Zakharyan, is using its civil population and settlements as a human shield for its missile systems to fire at    And then theyll complain that  is targeting peaceful civilians This is an outright   Ruben Zakharyan,Azerbaijan_Armenia
1185,2020-09-29 16:20:35,war,"For #Aliyev the use of #Turkish drones and the enlisting ; paying to  thousands of Islamists by #Turkey to fight for #Azerbaijan in the #war between #Karabakh is merely moral support.
#StopAzerbaijaniAgression #StopTurkey #StopAzerbaijan",,1.0,1.0,MiladaHovhanni1,Armenia,289,93,0,Aliyev Turkish Turkey Azerbaijan war Karabakh StopAzerbaijaniAgression StopTurkey StopAzerbaijan,aliyev turkish turkey azerbaijan war karabakh stop azerbaijani agression stop turkey stop azerbaijan,For  the use of  drones and the enlisting ; paying to  thousands of Islamists by  to fight for  in the  between  is merely moral support.  ,For  the use of  drones and the enlisting  paying to  thousands of Islamists by  to fight for  in the  between  is merely moral support  ,Azerbaijan_Armenia
1190,2020-09-29 15:59:39,war,#hocalikatliami #KimKardashian #Armania #worldwar3 #war #eceuner #denizcakir #Azerbaijan #ABD #Turkey #Ermeni #Rusia #Iran #georgia #katilermeni,,,,ErginbayIbrahim,"Kars, Türkiye",211,56,0,hocalikatliami KimKardashian Armania worldwar3 war eceuner denizcakir Azerbaijan ABD Turkey Ermeni Rusia Iran georgia katilermeni,hocalikatliamikimkardash ian armani a world war 3wareceunerdenizcakir azerbaijan abd turkey er men i rusia iran georgia ka tiler men i,              ,              ,Azerbaijan_Armenia
1192,2020-09-29 15:49:26,war,"All we want is #PEACE ; we never ever shouted #war in the streets of #Yerevan especially during #COVID19.When there is a pandemic going on ; taking innocent people's lives,war is the least thing #Armenians think about but #Azerbaijanis just go to the streets ; shout #tillYerevan",1.0,1.0,,manegrigorian,Armenia/Yerevan,292,822,0,PEACE war Yerevan COVID19 Armenians Azerbaijanis tillYerevan,peace waryerevancovid19 armenians azerbaijani still yerevan,"All we want is  ; we never ever shouted  in the streets of  especially during .When there is a pandemic going on ; taking innocent people's lives,war is the least thing  think about but  just go to the streets ; shout ",All we want is   we never ever shouted  in the streets of  especially during When there is a pandemic going on  taking innocent peoples liveswar is the least thing  think about but  just go to the streets  shout ,Azerbaijan_Armenia
1194,2020-09-29 15:39:43,war,"President of the Republic of #Artsakh Arayik Haroutiunian: We will not ask for a ceasefire, we will impose a ceasefire.
@Pres_Artsakh #Artsakhstrong #StopAzerbaijaniaggression #Azerbaijanfailed #StopAliyev #Armenia #war #SouthCaucasus #NagornoKarabakh",,4.0,10.0,yeghig,"Lebanon, Beirut","3,021","2,804",0,Artsakh Artsakhstrong StopAzerbaijaniaggression Azerbaijanfailed StopAliyev Armenia war SouthCaucasus NagornoKarabakh,artsakh artsakh strong stop azerbaijani aggression azerbaijan failed stop aliyev armenia war south caucasus nagorno karabakh,"President of the Republic of  Arayik Haroutiunian: We will not ask for a ceasefire, we will impose a ceasefire.        ",President of the Republic of  Arayik Haroutiunian We will not ask for a ceasefire we will impose a ceasefire        ,Azerbaijan_Armenia
1195,2020-09-29 15:36:34,war,"Это не #Artsak 
Это #Армения 
Это #война
It is #war  
#StopAzerbaijaniAggressionnn #StopAzeriAggression 
#StopAzerbaijan",,,,Shushan18442758,Armenia,0,4,0,Artsak Армения война war StopAzerbaijaniAggressionnn StopAzeriAggression StopAzerbaijan,arts ak wars top azerbaijani aggression nn stop azeri aggression stop azerbaijan,Это не  Это  Это It is     ,Это не  Это  Это It is     ,Azerbaijan_Armenia
1196,2020-09-29 15:34:56,war,#ArtsakhStrong #StopAzerbaijaniAggression #StopAzerbaijan #ՀԱՂԹԵԼՈՒԵՆՔ  #Armenia #Arménie #AzerbaijanTerrorist #TurkeyTerrorist #Terrorism #Karabakh #StandWithArmenia #StandWithArtsakh #StopAliyev #StopErdogan #EU #War #Politics,,,1.0,ujeghKhayukhi,"Valenton, France",666,334,0,ArtsakhStrong StopAzerbaijaniAggression StopAzerbaijan ՀԱՂԹԵԼՈՒԵՆՔ Armenia Arménie AzerbaijanTerrorist TurkeyTerrorist Terrorism Karabakh StandWithArmenia StandWithArtsakh StopAliyev StopErdogan EU War Politics,artsakh strong stop azerbaijani aggression stop azerbaijan armenia arm nie azerbaijan terrorist turkey terrorist terrorism karabakh stand with armenia stand with artsakh stop aliyev stop erdogan eu war politics,                 ,                 ,Azerbaijan_Armenia
1197,2020-09-29 15:29:28,war,"Armenia says one of its fighter jets was shot down by a Turkey jet, in a major escalation of a conflict over the disputed Nagorno-Karabakh region.

Source: https://bbc.com/news/world-europe-54345622…

#Armenia #Turkey #Azerbaijan #War",,,,GifAgain,United States,995,320,0,Armenia Turkey Azerbaijan War,armenia turkey azerbaijan war,"Armenia says one of its fighter jets was shot down by a Turkey jet, in a major escalation of a conflict over the disputed Nagorno-Karabakh region.Source: …   ",Armenia says one of its fighter jets was shot down by a Turkey jet in a major escalation of a conflict over the disputed NagornoKarabakh regionSource …   ,Azerbaijan_Armenia
1198,2020-09-29 15:28:19,war,戦争と原爆とプーチン氏とオバマ氏　【 https://youtube.com/watch?v=RPvP1iin5fc… 】　　　　　#Russia #戦争 #ニュース #usa #putin #war #obama,,,,Moto_S_Mecha,Japan,93,380,0,Russia 戦争 ニュース usa putin war obama,russia usa put in war obama,戦争と原爆とプーチン氏とオバマ氏　【 … 】　　　　　      ,戦争と原爆とプーチン氏とオバマ氏　【 … 】　　　　　      ,USA
1199,2020-09-29 15:24:51,war,"#Turkish F-16 fighter jet shot down #Armenian Su25 jet in Armenian airspace. 

#StopErdogan #StopAzerbaijaniAggressionnn  #StopTurkey #NKpeace #ArtsakhStrong #ArmeniaStrong #War #NagornoKarabakh #Armenia #Azerbaijan #Turkey #NATO",,,1.0,vardankarapet,Armenia,82,48,0,Turkish Armenian StopErdogan StopAzerbaijaniAggressionnn StopTurkey NKpeace ArtsakhStrong ArmeniaStrong War NagornoKarabakh Armenia Azerbaijan Turkey NATO,turkish armenian stop erdogan stop azerbaijani aggression nn stop turkey nk peace artsakh strong armenia strong war nagorno karabakh armenia azerbaijan turkey nato, F- fighter jet shot down  Su jet in Armenian airspace.             , F fighter jet shot down  Su jet in Armenian airspace             ,Azerbaijan_Armenia
1200,2020-09-29 15:13:20,war,"F-16 fighter jets belonging to the Air Force of the Republic of Turkey took off from Ganja Airport of the Republic of Azerbaijan at 10:30 am today. Turkish-made SU-25 and Bayraktar ATS missile strikes in the direction of Azerbaijan. 
#diversion #war #Artsakh #Armenia",,,,Knkush6,,137,83,0,diversion war Artsakh Armenia,diversion war artsakh armenia,F- fighter jets belonging to the Air Force of the Republic of Turkey took off from Ganja Airport of the Republic of Azerbaijan at : am today. Turkish-made SU- and Bayraktar ATS missile strikes in the direction of Azerbaijan.    ,F fighter jets belonging to the Air Force of the Republic of Turkey took off from Ganja Airport of the Republic of Azerbaijan at  am today Turkishmade SU and Bayraktar ATS missile strikes in the direction of Azerbaijan    ,Azerbaijan_Armenia
1201,2020-09-29 14:59:18,war,"Armenia says its fighter jet 'shot down by Turkey' via @BBCNews 
https://bbc.com/news/world-europe-54345622…
#Armenia #Azerbaijan #Turkey #EU #NATO #war #conflicts #violence #aerospace #aircraft #civilians #humanity #politics #diplomacy #UN #UNHCR #RegionalSecurity",,,,ChuckDalldorf,,"4,534","4,331",0,Armenia Azerbaijan Turkey EU NATO war conflicts violence aerospace aircraft civilians humanity politics diplomacy UN UNHCR RegionalSecurity,armenia azerbaijan turkey eu nato war conflicts violence aerospace aircraft civilians humanity politics diplomacy un unhcr regional security,Armenia says its fighter jet 'shot down by Turkey' via  …                ,Armenia says its fighter jet shot down by Turkey via  …                ,Azerbaijan_Armenia
1203,2020-09-29 14:57:07,war,"‘’....Now we have been dragged into the #war for real #freedom. It ""suddenly"" started in the #80s, now we have to continue #together with the new #generation. God Bless #Armenia .’’ 
#ZavenKhachikyan",,1.0,1.0,AnINaybokaH,Armenia,290,88,0,war freedom 80s together generation Armenia ZavenKhachikyan,war freedom 80s together generation armenia zavenkhachikyan,"‘’....Now we have been dragged into the  for real . It ""suddenly"" started in the , now we have to continue  with the new . God Bless  .’’ ",‘’Now we have been dragged into the  for real  It suddenly started in the  now we have to continue  with the new  God Bless  ’’ ,Azerbaijan_Armenia
1206,2020-09-29 14:46:33,war,"#Azerbaijan attacked #Armeniantown of Vardenis, causing civilian casualty. 
#Armenia wants #peace 
#AggressorAzerbaijan and #Turkey wants #war. 
#StopAzerbaijaniAggression #StopTurkishAggression",,,,MiladaHovhanni1,Armenia,289,93,0,Azerbaijan Armeniantown Armenia peace AggressorAzerbaijan Turkey war StopAzerbaijaniAggression StopTurkishAggression,azerbaijan armenian town armenia peace aggressor azerbaijan turkey wars top azerbaijani aggression stop turkish aggression," attacked  of Vardenis, causing civilian casualty.  wants   and  wants .  ", attacked  of Vardenis causing civilian casualty  wants   and  wants   ,Azerbaijan_Armenia
1208,2020-09-29 14:41:22,war,"#Turkish rebel groups fight against #Karabakh. #Turkey supports #AzerbaijanAggressor in a #war against #Karabakh #Armenia. 
#StopAzerbaijaniAggression #stopTurkey https://twitter.com/517design/status/1310951174548455425…",,,,MiladaHovhanni1,Armenia,289,93,0,Turkish Karabakh Turkey AzerbaijanAggressor war Karabakh Armenia StopAzerbaijaniAggression stopTurkey,turkish karabakh turkey azerbaijan aggressor war karabakh armenia stop azerbaijani aggression stop turkey, rebel groups fight against .  supports  in a  against  .   …, rebel groups fight against   supports  in a  against     …,Azerbaijan_Armenia
1209,2020-09-29 14:32:01,war,"#Turkey has effectively entered the war between #Azerbaijan ; #Armenia.

Which means #Russia likely will. 

Very serious. Means #war between Turkey ; Russia likely + others.

Is there still a chance for #peace ; de-escalation?",3.0,,,iamwilloc,,449,56,0,Turkey Azerbaijan Armenia Russia war peace,turkey azerbaijan armenia russia war peace, has effectively entered the war between  ; .Which means  likely will. Very serious. Means  between Turkey ; Russia likely + others.Is there still a chance for  ; de-escalation?, has effectively entered the war between   Which means  likely will Very serious Means  between Turkey  Russia likely  othersIs there still a chance for   deescalation,Azerbaijan_Armenia
1211,2020-09-29 14:25:02,war,"#Armenia #Artsakh #war #aggression #azerbaijan #turkey
Сегодня в воздушном бою в окрестностях Вардениса турецкий F16 сбил наш СУ25. Пилот погиб.

А вы говорите международное мать его сообщество. Суки",3.0,33.0,48.0,vozni,"Yerevan, Armenia",588,"4,688",0,Armenia Artsakh war aggression azerbaijan turkey,armenia artsakh war aggression azerbaijan turkey,     Сегодня в воздушном бою в окрестностях Вардениса турецкий F сбил наш СУ. Пилот погиб.А вы говорите международное мать его сообщество. Суки,     Сегодня в воздушном бою в окрестностях Вардениса турецкий F сбил наш СУ Пилот погибА вы говорите международное мать его сообщество Суки,Azerbaijan_Armenia
1212,2020-09-29 14:15:06,war,#Armenia #Turkey #War #Azerbaijan #Artsakh #Karabakh https://twitter.com/sharafyan_a/status/1310939476944879616…,1.0,,,Gev16505424,"Los Angeles, CA",294,99,0,Armenia Turkey War Azerbaijan Artsakh Karabakh,armenia turkey war azerbaijan artsakh karabakh,      …,      …,Azerbaijan_Armenia
1213,2020-09-29 14:06:07,war,"#Breaking: Russia, the US and other nations are urging the governments of Armenia and Azerbaijan to cease fire as deaths mount from fighting over the separatist Nagorno-Karabakh region.

#Armenian #Azerbaijani #war",2.0,1.0,2.0,Osint613,"New York, USA",466,823,0,Breaking Armenian Azerbaijani war,breaking armenian azerbaijani war,": Russia, the US and other nations are urging the governments of Armenia and Azerbaijan to cease fire as deaths mount from fighting over the separatist Nagorno-Karabakh region.  ", Russia the US and other nations are urging the governments of Armenia and Azerbaijan to cease fire as deaths mount from fighting over the separatist NagornoKarabakh region  ,Azerbaijan_Armenia
1214,2020-09-29 14:05:32,war,Dozens dead as world leaders urge halt to Azerbaijan-Armenia clashes http://dlvr.it/RhbJZT #armenia #Azerbaijan #russia #turkey #war,,1.0,,defencetalk,"Atlanta, GA USA",23,"7,269",0,armenia Azerbaijan russia turkey war,armenia azerbaijan russia turkey war,Dozens dead as world leaders urge halt to Azerbaijan-Armenia clashes      ,Dozens dead as world leaders urge halt to AzerbaijanArmenia clashes      ,Azerbaijan_Armenia
1215,2020-09-29 14:04:24,war,"In 1957, there was no algeria or #polisario (#North #Africa FARC). Isn't it time for #UnitedNations to rectify #coldwar time aberration? Isn't it time to retrieve legality;legitimacy on absurd #WesternSahara issue legacy of #cold #war? 

#SaharaOccidental 
#UN75 #UNGA #HRC45 #UN",1.0,3.0,4.0,CORCAS_AUTONOMY,West. Sahara Territory/Morocco,"1,961","6,563",0,polisario North Africa UnitedNations coldwar WesternSahara cold war SaharaOccidental UN75 UNGA HRC45 UN,polisario north africa united nations cold war western sahara cold war sahara occidental un75ungahrc45un,"In , there was no algeria or  (  FARC). Isn't it time for  to rectify  time aberration? Isn't it time to retrieve legality;legitimacy on absurd  issue legacy of  ?     ",In  there was no algeria or    FARC Isnt it time for  to rectify  time aberration Isnt it time to retrieve legalitylegitimacy on absurd  issue legacy of       ,Africa
1216,2020-09-29 14:02:43,war,"This is NOT a Hollywood movie scene.
It's happening 𝐍𝐎𝐖 in #Armenia.
✦
#Azerbaijan, supported by #Turkey, has started another #war against #Armenian people.

#StopAzerbaijaniAggression #TurkeyIsATerrorState #ArtsakhStrong #stopErdogan #StopAliyev #ՀԱՂԹԵԼՈՒԵՆՔ",1.0,,1.0,SueBadalyan,,82,76,0,Armenia Azerbaijan Turkey war Armenian StopAzerbaijaniAggression TurkeyIsATerrorState ArtsakhStrong stopErdogan StopAliyev ՀԱՂԹԵԼՈՒԵՆՔ,armenia azerbaijan turkey war armenian stop azerbaijani aggression turkey is a terror state artsakh strong stop erdogan stop aliyev,"This is NOT a Hollywood movie scene.It's happening 𝐍𝐎𝐖 in .✦, supported by , has started another  against  people.     ",This is NOT a Hollywood movie sceneIts happening 𝐍𝐎𝐖 in ✦ supported by  has started another  against  people     ,Azerbaijan_Armenia
1219,2020-09-29 13:26:42,war,"#հաղթելուենք #StopAzeriAggression #StopAzerbaijaniAggression #NKPeace, #KarabakhNow #Armenia #ArtsakhStrong #Artsakh #nagornokarabakh #azerbaijan #war #aggression #ՀԱՂԹԵԼՈՒԵՆՔ #Հայաստան #Արցախ #սփյուռք #Հայ_Զինվոր #Քաջ_Զինվոր #աղոթք #Vardenis",,,,Mane13997654,Armenia,46,0,0,հաղթելուենք StopAzeriAggression StopAzerbaijaniAggression NKPeace KarabakhNow Armenia ArtsakhStrong Artsakh nagornokarabakh azerbaijan war aggression ՀԱՂԹԵԼՈՒԵՆՔ Հայաստան Արցախ սփյուռք Հայ_Զինվոր Քաջ_Զինվոր աղոթք Vardenis,stop azeri aggression stop azerbaijani aggression nk peace karabakh now armenia artsakh strong artsakh nagorno karabakh azerbaijan war aggression varden is,"   ,                ",                   ,Azerbaijan_Armenia
1221,2020-09-29 13:23:45,war,#Turkey triggers new wave of #war in #NagornoKarabakh. #Syrian rebel fighters in #ArtsakhStong,,,,mane_hs,Armenia,62,66,0,Turkey war NagornoKarabakh Syrian ArtsakhStong,turkey war nagorno karabakh syrian artsakh stong, triggers new wave of  in .  rebel fighters in , triggers new wave of  in   rebel fighters in ,Azerbaijan_Armenia
1223,2020-09-29 13:10:34,war,"So #Iran is supporting Armenia now.. are we heading towards a full fledged world war?
#ArmeniaVSAzerbaijan 
#War
#Iran
#Turkey
#pakistan
#Russia",,,,Manik76908615,,50,0,0,Iran ArmeniaVSAzerbaijan War Iran Turkey pakistan Russia,iran armenia vs azerbaijan war iran turkey pakistan russia,So  is supporting Armenia now.. are we heading towards a full fledged world war? ,So  is supporting Armenia now are we heading towards a full fledged world war ,Azerbaijan_Armenia
1226,2020-09-29 12:59:00,war,#Turkey #Syria #War,,,,ElegantEntropy,Everywhere,"1,380",334,0,Turkey Syria War,turkey syria war,  ,  ,Turkey
1227,2020-09-29 12:48:21,war,"!!!! Urgente !!!!
Stanno arrivando le bombe mk82 ad #Azerbaijan, mi piange il cuore per il mio popolo...
#29settembre #war #Armenia #Chiesa #stopwar #stopaliyev #stopErdogan",1.0,,,inga_scibilia,Italia,135,67,0,Azerbaijan 29settembre war Armenia Chiesa stopwar stopaliyev stopErdogan,azerbaijan 29 settembre war armenia chiesa stop wars top aliyev stop erdogan,"!!!! Urgente !!!!Stanno arrivando le bombe mk ad , mi piange il cuore per il mio popolo...      ", Urgente Stanno arrivando le bombe mk ad  mi piange il cuore per il mio popolo      ,Azerbaijan_Armenia
1233,2020-09-29 12:08:17,war,"Sayfamızı takip edebilir, ayrıca profilimizden sitemize tıklayarak tarih hakkında yazdığımız makaleleri okuyabilirsiniz!

#tarih #history #soru #sorular #questions #question #türk #türkiye #turks #turkey #turkish #osmanlı #preveze #deniz #savaş #war #prefezedenizmuharebesi",1.0,2.0,2.0,SafTarih,,0,14,0,tarih history soru sorular questions question türk türkiye turks turkey turkish osmanlı preveze deniz savaş war prefezedenizmuharebesi,tarih history so rus or ular questions question trktrkiyeturks turkey turkish osmanlprevezedenizsavawa rprefezedenizmuharebesi,"Sayfamızı takip edebilir, ayrıca profilimizden sitemize tıklayarak tarih hakkında yazdığımız makaleleri okuyabilirsiniz!                ",Sayfamızı takip edebilir ayrıca profilimizden sitemize tıklayarak tarih hakkında yazdığımız makaleleri okuyabilirsiniz                ,Turkey
1235,2020-09-30 23:40:10,war,"@VictorDominello The Armenian community of Ryde City and its surrounds would appreciate your support in the comdemnation of this #war on #Armenia and #Artsakh 
.
.
.
 #StopAzerbaijaniAggression #stoperdoghan #StopAliyev #ArtsakhStrong #ArmeniaStrong #ՀԱՂԹԵԼՈՒԵՆՔ",,,,L15411,,195,12,0,war Armenia Artsakh StopAzerbaijaniAggression stoperdoghan StopAliyev ArtsakhStrong ArmeniaStrong ՀԱՂԹԵԼՈՒԵՆՔ,war armenia artsakh stop azerbaijani aggressions to per dog hans top aliyev artsakh strong armenia strong, The Armenian community of Ryde City and its surrounds would appreciate your support in the comdemnation of this  on  and  ...      , The Armenian community of Ryde City and its surrounds would appreciate your support in the comdemnation of this  on  and        ,Azerbaijan_Armenia
1236,2020-09-30 23:37:55,war,"Nueva ofensiva de #Azerbaijan contra unidades militares de #Armenie Ahora, con ataque de artillería en esta nueva escalada de violencia entre ambos países. #Turquía y #Rusia apoyando a sus respectivos aliados. 
#War #Guerra #AzerbaijanVsArmenia",,,2.0,TopiltzinCe,México,702,492,0,Azerbaijan Armenie Turquía Rusia War Guerra AzerbaijanVsArmenia,azerbaijan armenieturquarusiawar guerra azerbaijan vs armenia,"Nueva ofensiva de  contra unidades militares de  Ahora, con ataque de artillería en esta nueva escalada de violencia entre ambos países.  y  apoyando a sus respectivos aliados.   ",Nueva ofensiva de  contra unidades militares de  Ahora con ataque de artillería en esta nueva escalada de violencia entre ambos países  y  apoyando a sus respectivos aliados   ,Azerbaijan_Armenia
1237,2020-09-30 23:37:33,war,"@jeromelaxale The Armenian community of Ryde City and its surrounds would appreciate your support in the comdemnation of this #war on #Armenia and #Artsakh 
.
.
.
 #StopAzerbaijaniAggression #stoperdoghan #StopAliyev #ArtsakhStrong #ArmeniaStrong #ՀԱՂԹԵԼՈՒԵՆՔ",,,,L15411,,195,12,0,war Armenia Artsakh StopAzerbaijaniAggression stoperdoghan StopAliyev ArtsakhStrong ArmeniaStrong ՀԱՂԹԵԼՈՒԵՆՔ,war armenia artsakh stop azerbaijani aggressions to per dog hans top aliyev artsakh strong armenia strong, The Armenian community of Ryde City and its surrounds would appreciate your support in the comdemnation of this  on  and  ...      , The Armenian community of Ryde City and its surrounds would appreciate your support in the comdemnation of this  on  and        ,Azerbaijan_Armenia
1238,2020-09-30 23:22:55,war,"#azerbaycan #azerbaijan #aze #azelike #bakuinsta #war #guns
#sumqayit #quba #Armenians #dogru #lovebaku #scap #instaaz
#qarabag #samaxi #gence #rigecevir #naxcivan #goranboy #baki
#baki #instabaku #vine #niye #az #aztagram #azerbaycan #tiktok",,,3.0,payam__92,,438,313,0,azerbaycan azerbaijan aze azelike bakuinsta war guns sumqayit quba Armenians dogru lovebaku scap instaaz qarabag samaxi gence rigecevir naxcivan goranboy baki baki instabaku vine niye az aztagram azerbaycan tiktok,azerbaycan azerbaijan aze aze like baku instawargunssumqayitquba armenians dog rulovebakuscapinstaazqar a bags amaxigencerigecevirnaxci van goran boy ba kibaki in stabakuvineniyeazaztagr am azerbaycan tik tok,                         ,                         ,Azerbaijan_Armenia
1239,2020-09-30 23:19:42,war,Reposted from @sityboi813 This is exactly what @realdonaldtrump want us to do! Now he’s playing victim! #2020debate #trump #joebiden #war #revolution #stayready #itshere  #weeverywhere  https://instagram.com/p/CFx2Q2DBzuO/?igshid=disacdijnuzx…,,,,jrealpromotions,TAMPA,"2,116","1,830",0,2020debate trump joebiden war revolution stayready itshere weeverywhere,2020debatetrumpjoebiden war revolution stay ready its here we everywhere,Reposted from  This is exactly what  want us to do! Now he’s playing victim!           …,Reposted from  This is exactly what  want us to do Now he’s playing victim           …,USA
1240,2020-09-30 22:56:25,war,"In case you wonder what #Azerbaijani and #Artsakh are fighting for! 
#ArtsakhStrong #WarInKarabakh #NKRpeace #war #StopAzerbayjanaggresion",1.0,,,NellyGharibyan,Armenia,273,85,0,Azerbaijani Artsakh ArtsakhStrong WarInKarabakh NKRpeace war StopAzerbayjanaggresion,azerbaijani artsakh artsakh strong war in karabakh nkr peace wars topaz er bay jan aggres ion,In case you wonder what  and  are fighting for!     ,In case you wonder what  and  are fighting for     ,Azerbaijan_Armenia
1241,2020-09-30 22:51:56,war,"How coronavirus increases conflicts in fragile states https://tinyurl.com/yb6ykn38 via @dwnews 



#COVID19 #COVID #conflict #military #war #conflict #coronavirus #publicmedia #ViewFromGermany",,,,vubblePOP,Everywhere,"2,068","3,182",0,COVID19 COVID conflict military war conflict coronavirus publicmedia ViewFromGermany,covid19covid conflict military war conflict coronavirus public media view from germany,How coronavirus increases conflicts in fragile states  via          ,How coronavirus increases conflicts in fragile states  via          ,covid
1244,2020-09-30 22:04:46,war,"Here we go again - #DeepState stoking up another #War in #Armenia and #Azerbaijan to puff up ancient #Tribal disputes into #Global #Money printers; same formula, different day:",,,,RadioFarSide,"Jakarta, Indonesia",699,799,0,DeepState War Armenia Azerbaijan Tribal Global Money,deep state war armenia azerbaijan tribal global money,"Here we go again -  stoking up another  in  and  to puff up ancient  disputes into   printers; same formula, different day:",Here we go again   stoking up another  in  and  to puff up ancient  disputes into   printers same formula different day,Azerbaijan_Armenia
